SUMLEV,POP_2010,POP_2015,POP_2019
50,33118,32256,31306
50,280895,284113,292018
50,63905,63991,64284
50,25887,25427,25128
50,11817,11500,11105
50,70311,70224,71077
50,160248,159628,158563
50,250331,257311,262998
50,17153,17290,17571
50,602622,624303,649278
50,2156,2142,2085
50,11539,11396,11981
50,88319,88291,88122
50,21708,21478,21645
50,99892,98822,98427
50,180967,184205,189869
50,6631,6503,6370
50,11113,11007,10768
50,840978,857110,871364
50,24733,24481,24393
50,67077,67773,66493
50,28705,28668,28996
50,42798,43260,43258
50,24029,23725,22981
50,83629,83651,83314
50,14849,15058,15020
50,152021,150139,149449
50,63342,62794,63527
50,9765,9378,9233
50,172188,172273,173645
50,48460,47869,48320
50,1202362,1235468,1256016
50,26570,26298,26422
50,21699,21160,20882
50,6780,6321,5889
50,23528,23322,23267
50,8640,8369,8238
50,24164,24078,24528
50,263801,274385,286581
50,13376,13010,12742
50,24449,24023,23731
50,200169,196794,191965
50,163040,160288,159005
50,61295,60989,60710
50,43114,41901,41242
50,8485,8263,8013
50,70648,68903,68400
50,55729,54216,52815
50,76258,75318,75303
50,344791,356040,368807
50,1820584,1780225,1757217
50,32735,32479,33234
50,16202,15872,15792
50,330844,339075,350203
50,32504,33181,34082
50,44442,45487,46477
50,38451,38975,40135
50,5269,5069,5004
50,64013,64737,66916
50,25893,25267,25172
50,35386,35275,35509
50,91042,95610,102118
50,28567,28485,29324
50,12441,12071,11944
50,53887,53660,55257
50,58999,60523,63766
50,8695,8783,8845
50,5176,5186,5411
50,11687,11554,11249
50,62500,62998,64278
50,398552,407895,421518
50,20087,20334,20696
50,36009,36349,37520
50,14553,14099,13768
50,20866,20751,20980
50,31255,30923,30582
50,46183,46106,46307
50,6018,5956,5916
50,1152425,1198069,1247847
50,19027,18774,18677
50,20428,20697,20965
50,37816,38064,39543
50,45058,45335,45088
50,10266,10281,9965
50,16239,16008,16060
50,42239,42450,42778
50,4552,4498,4261
50,13311,13088,12506
50,7259,7005,6683
50,10866,10706,10493
50,4045,3910,3727
50,27703,27705,28210
50,5896,5755,5665
50,25857,25722,25929
50,36651,35900,35876
50,5413,5468,5567
50,9439,9430,9361
50,20840,20422,19866
50,23300,23087,23047
50,26097,25658,25861
50,33198,32865,33084
50,39163,39330,39773
50,8725,8507,8332
50,32727,32981,34052
50,21378,21797,21671
50,6852,6596,6589
50,144248,148851,154727
50,57303,57492,58219
50,13930,14139,14178
50,29750,29076,29159
50,9596,9302,9157
50,31600,31639,31637
50,10995,10879,10988
50,508640,527131,544886
50,4089,4031,4009
50,16059,15685,15244
50,15730,15069,14693
50,64142,64639,66196
50,9687,9428,9459
50,15629,15497,15305
50,200226,200452,199778
50,129928,137244,145535
50,88499,90069,94476
50,15226,15055,14899
50,150642,152577,158301
50,36576,36363,36787
50,9726,9747,9706
50,9783,9552,9387
50,24895,24488,24526
50,3558,3402,3304
50,21676,21566,21590
50,13843,13641,13647
50,19136,19036,18713
50,238136,245946,255464
50,11211,11049,10934
50,6576,6496,6322
50,51461,51332,50718
50,124700,128199,134205
50,10438,10078,9836
50,32297,32111,31462
50,37057,37281,37165
50,13131,12856,12448
50,19564,19110,18467
50,8729,8493,8255
50,34145,33979,31718
50,14962,14708,14508
50,10597,10323,10094
50,17392,17384,17144
50,8547,8461,8240
50,9604,9143,9026
50,16732,16417,15805
50,20634,20355,19621
50,26151,25182,23214
50,29449,28941,28528
50,19568,19208,19014
50,161252,168370,179005
50,74934,76584,75155
50,8118,7876,7754
50,22578,23213,23951
50,14400,14288,13529
50,21906,21529,21037
50,43929,45522,46949
50,187105,196134,204966
50,245285,246250,239929
50,19198,18802,17849
50,9375,8963,8333
50,1406,1406,1341
50,23401,23373,23499
50,139668,140324,142246
50,17062,16496,16574
50,7726,7655,7227
50,12487,11944,11284
50,67761,68954,68364
50,10456,10294,10093
50,47351,51565,54178
50,55658,59170,61536
50,80261,80228,76309
50,12929,12597,12629
50,23805,23267,22819
50,82910,84970,85071
50,32317,30746,29292
50,34869,34725,34340
50,59779,59803,59147
50,95203,99485,104584
50,27088,26055,25108
50,37144,36457,35590
50,36989,36148,35851
50,10925,10579,10143
50,29676,29533,29435
50,21720,21518,21396
50,11545,11055,10711
50,47671,49105,49678
50,34707,34395,34158
50,55834,54833,55255
50,12250,12009,12014
50,40404,39939,39510
50,29957,30667,31709
50,25276,25467,25215
50,8223,7818,7208
50,141617,147321,152904
50,28264,28328,28436
50,4916,4677,4415
50,27503,27531,26905
50,16491,16229,16073
50,17786,17960,18593
50,29450,27906,26142
50,15378,14942,14094
50,28886,28347,28581
50,22232,21999,21953
50,19593,19504,19518
50,10778,10454,9984
50,27134,27771,28486
50,15443,14852,14505
50,48773,48289,46682
50,51137,49661,46197
50,20747,20461,20430
50,10253,9947,9732
50,9878,9340,8855
50,19198,18757,18237
50,12678,12377,12449
50,28065,27995,28659
50,25607,25703,25429
50,17291,17305,17474
50,5685,5422,5243
50,25529,25545,25590
50,35597,35331,35631
50,12402,12175,11793
50,17049,16428,16293
50,19056,18941,19072
50,12363,12481,12280
50,162642,170975,178012
50,89201,89826,88660
50,42794,42961,42618
50,9424,9040,9059
50,44332,44528,44982
50,44002,44294,45473
50,75674,77458,78261
50,9295,9055,8779
50,6265,6343,6179
50,99478,100676,103477
50,13982,13773,14070
50,7831,7634,7457
50,77422,80621,85392
50,7139,6898,6720
50,221939,230306,242527
50,20743,20562,20551
50,75990,76722,76632
50,17601,17610,17647
50,24696,24530,24107
50,7883,7531,7586
50,16777,16458,16699
50,8433,8300,8358
50,12892,12628,12532
50,15657,15742,15497
50,13684,13440,13276
50,31953,31724,30121
50,101492,101712,103315
50,15222,14806,14683
50,6738,6736,6634
50,275174,283605,289512
50,10261,10346,9991
50,8957,8710,8506
50,22272,22116,21695
50,9627,9347,9395
50,4912,4591,4407
50,10144,10239,10066
50,40400,40236,40074
50,10630,10461,10181
50,674158,679841,698072
50,117404,116766,120048
50,218733,220870,223769
50,52595,54139,53735
50,4131,4060,3970
50,35571,35654,35418
50,33381,32823,32579
50,38634,38104,38256
50,10211,10111,9952
50,52566,53785,56045
50,12761,12330,12168
50,15195,14874,15157
50,23083,22629,22722
50,15566,15475,15262
50,12226,12270,12230
50,9176,9037,8790
50,28781,28769,28585
50,3785,3664,3656
50,24748,24812,25202
50,14358,14174,13594
50,15607,15742,16047
50,8840,8770,8596
50,12236,11847,11378
50,20565,20122,20162
50,18956,18316,17544
50,58114,58378,58191
50,23370,23151,22401
50,10881,10927,10553
50,13878,13677,13658
50,9723,9503,9227
50,18296,17774,16783
50,18971,19053,19262
50,42201,42196,42445
50,45156,45006,44551
50,18516,18608,18557
50,89322,93367,101141
50,31137,31117,31742
50,52274,54077,51862
50,4979,4884,4778
50,10167,10164,10226
50,25414,24945,24899
50,23494,23064,22877
50,6696,6454,6260
50,14100,13985,13565
50,360485,374288,395130
50,9805,9487,9365
50,18145,17951,17792
50,65359,66102,66674
50,998954,1000456,996227
50,23370,23355,22910
50,4431,4370,4518
50,4843,4893,4948
50,39191,39207,38576
50,8441,8288,8235
50,6373,6152,5995
50,29968,29795,29364
50,32202,31658,31642
50,6714,6497,6212
50,51675,53255,55100
50,26008,25685,25650
50,21159,20978,20507
50,32513,32980,34448
50,25195,25144,24994
50,13521,13475,13303
50,36202,36626,38745
50,2171,2079,2041
50,18815,18333,18210
50,319294,318476,308233
50,9246,9306,9450
50,12865,13117,13483
50,6491,6637,6745
50,5612,5676,5917
50,10078,10337,10680
50,1160,1152,1223
50,81327,82194,81633
50,5813,5853,5732
50,11699,11873,11726
50,1751,1777,1722
50,8966,9381,8952
50,9298,9257,9100
50,2890,3047,3004
50,11586,11464,11281
50,90928,92935,100091
50,89513,94798,108576
50,1206,1254,1281
50,13399,13789,13732
50,884,846,817
50,3079,3069,3356
50,16096,16535,16469
50,11406,11455,11921
50,2072,2000,1945
50,28746,29121,30221
50,63395,65234,67850
50,2339,2362,2407
50,19687,19424,19556
50,1734,1715,1698
50,7691,7674,8291
50,1891,1904,1852
50,4223,4228,4235
50,109299,111900,117834
50,4538,4681,4632
50,15636,15698,16386
50,494,504,512
50,4253,4159,4113
50,6153,6216,5968
50,1743,1753,1750
50,7027,6957,6789
50,1179,1163,1099
50,40212,40668,42524
50,9746,11154,11027
50,10425,11089,11160
50,9233,9298,9205
50,11413,11310,11689
50,3384,3626,3471
50,34200,34574,34811
50,9117,9255,9419
50,3651,3658,3676
50,6073,6051,6091
50,5324,5121,4860
50,718,693,673
50,7369,7628,7402
50,2168,2123,2161
50,1017,1101,1018
50,147972,153775,159266
50,31364,31527,31808
50,6685,6472,6341
50,460,454,455
50,690,678,726
50,478,470,479
50,5505,5397,5320
50,11308,11296,10835
50,2099,2016,1955
50,3145,2958,3000
50,46102,47999,49350
50,6858,6570,6531
50,8395,8231,8032
50,25241,25295,25935
50,8852,8625,8515
50,3966,3981,3928
50,5713,5755,5790
50,9998,10067,9644
50,6542,6358,6186
50,10515,10454,10700
50,9139,9010,8947
50,10939,10828,10869
50,21006,20765,20010
50,9182,9062,8888
50,24326,24016,23657
50,1941,1920,1861
50,6000,5815,5746
50,36691,36497,36789
50,517110,536734,560733
50,2008,1955,1783
50,5890,5637,5561
50,3225,3063,2974
50,2756,2716,2623
50,4959,4830,4763
50,22311,21767,21621
50,2057,1923,1890
50,2049,2022,1986
50,2044,2017,2028
50,614,633,649
50,2538,2483,2363
50,58607,60485,61201
50,9124,9122,9194
50,3423,3488,3415
50,967,947,893
50,2908,2853,2806
50,10435,10380,10182
50,736,731,666
50,6274,6337,6396
50,7547,7512,7176
50,5217,5167,5169
50,6489,6486,6492
50,8368,8158,8070
50,824,790,790
50,3821,3694,3568
50,8701,8552,8439
50,285407,297109,313772
50,36288,35936,35265
50,763,777,765
50,632,587,604
50,539,528,493
50,34876,35147,35132
50,7845,7830,7859
50,5042,4925,4796
50,3735,3558,3561
50,7248,7149,6957
50,4500,4384,4269
50,15740,15688,15956
50,2773,2750,2621
50,2970,2891,2886
50,9188,9179,9050
50,7266,7180,7093
50,32237,32595,33231
50,5406,5242,5309
50,11055,11053,10760
50,8363,8131,7971
50,1526,1440,1420
50,14200,14299,14365
50,158840,168990,181376
50,20780,20877,21032
50,36970,36853,36160
50,16750,16994,17203
50,5469,5208,5268
50,3152,3061,3074
50,1311,1330,1195
50,6129,6087,5974
50,5228,5179,5034
50,647,705,722
50,6940,6872,7196
50,4260,4181,4227
50,20234,19851,20328
50,9595,9441,9213
50,3812,3643,3505
50,818,779,815
50,13665,13852,13762
50,24877,23927,24021
50,1951269,2017193,2181635
50,46997,46935,48030
50,48818,52334,52357
50,783,847,843
50,1987,2049,1946
50,16528,17354,16719
50,5775,6060,5579
50,5345,5267,5191
50,51980,51090,53895
50,4772,4553,4455
50,43946,42869,43977
50,6753,6842,6469
50,4010,3795,3976
50,421407,431083,456629
50,10030,10046,9651
50,55274,53726,54532
50,60088,60235,60872
50,47818,47520,48132
50,77117,76712,75963
50,33055,31949,31396
50,89118,89894,89853
50,400721,405281,413204
50,146445,147497,149830
50,295223,299456,306669
50,123143,125029,129841
50,43742,43049,43027
50,274549,274314,265498
50,905116,919951,932420
50,448734,448824,445610
50,513657,509908,506224
50,97265,95498,93129
50,156898,156098,151423
50,783969,786649,796349
50,288288,289883,290961
50,634266,657047,672826
50,128349,126376,124712
50,366513,369429,368168
50,809858,821743,827363
50,630380,626912,621990
50,492276,496030,493920
50,576567,582059,595424
50,501226,503857,504402
50,66083,64786,62883
50,323444,329047,330573
50,149265,145639,141197
50,536499,546025,554738
50,108692,106897,105715
50,662564,676326,678203
50,3725,3586,3553
50,65645,66009,65080
50,27213,27414,26921
50,13750,13068,12151
50,48376,50775,49794
50,2022,1928,1805
50,209233,214288,216174
50,53829,55662,57108
50,29514,29104,27642
50,4687,4531,4410
50,695,691,684
50,4894,4624,4298
50,64727,68613,69046
50,20497,19976,19468
50,17950,17947,18742
50,25095,24592,24100
50,71492,72665,72423
50,4881,4695,4530
50,63797,66304,66121
50,9041,8675,8299
50,40246,40064,39235
50,19846,20021,18900
50,131561,136311,142689
50,130044,129467,126917
50,29393,28819,27715
50,144170,147465,149491
50,11988,11524,11064
50,17866,17509,16832
50,32937,32957,32790
50,16383,15825,15535
50,4549,4347,4180
50,76569,76491,75884
50,304204,306589,307717
50,48946,47900,46639
50,1385108,1421928,1440625
50,200600,197914,193100
50,80317,78996,77176
50,80026,79088,77457
50,134905,132852,128372
50,88830,88199,84736
50,50477,49477,47805
50,82128,81523,80531
50,63096,62170,60338
50,49336,48905,47815
50,47980,46803,45028
50,297488,296268,293545
50,919040,920869,919034
50,39370,38601,37487
50,51599,51212,50465
50,55531,54345,53802
50,60079,59112,57798
50,49221,48308,47442
50,4836,4766,4471
50,64519,63883,62163
50,116229,118490,113157
50,2504700,2587684,2594676
50,27087,27098,26605
50,65393,64627,63483
50,73442,72457,70942
50,744344,748290,742724
50,50219,49743,49163
50,1339532,1352193,1357293
50,1585873,1627491,1630698
50,216469,214105,210848
50,234878,233347,230011
50,467026,468146,461795
50,107931,109044,109538
50,372813,374320,379758
50,42883,42229,40786
50,122109,121170,118427
50,62259,61614,59920
50,99710,99572,98856
50,2230722,2287185,2295808
50,159429,159545,159200
50,468730,471803,475671
50,311687,319284,324622
50,111944,111931,108699
50,219607,224087,229276
50,154727,154944,154710
50,32749,31900,31255
50,18343,18382,17913
50,35251,35250,34246
50,98990,98843,96360
50,1493350,1497346,1483358
50,77547,76945,74994
50,51125,50103,48609
50,101564,103553,102664
50,182493,180698,178635
50,65707,65083,64365
50,63216,62765,61559
50,93772,92339,90429
50,949113,964567,969689
50,42155,41359,40282
50,25348,25207,25002
50,151131,154162,163276
50,37198,37012,37143
50,11155,10903,10988
50,26948,25957,24829
50,27281,26840,26787
50,17797,17654,17517
50,47759,47382,47033
50,21282,20326,19263
50,35190,34618,33443
50,107431,114922,130859
50,238318,246807,257071
50,90912,89354,90157
50,178011,187240,206988
50,83029,82048,81933
50,9980,10116,10532
50,66469,68388,68921
50,23719,23093,22616
50,154358,154965,157852
50,63505,65243,71189
50,27444,27125,27954
50,14793,14668,14029
50,10587,10597,11004
50,98078,96873,97134
50,58098,57080,56047
50,103505,104285,102492
50,319431,332997,330994
50,23547,24253,26290
50,33920,34810,36199
50,162878,163295,165180
50,41240,41435,42308
50,58505,59328,58943
50,267587,288723,312153
50,56552,55422,52756
50,350670,360594,375840
50,60619,62074,66155
50,206086,209212,219656
50,12197,11703,11514
50,8861,8719,8524
50,59916,57762,59372
50,21362,21011,20963
50,488406,506400,528243
50,54691,53187,51311
50,114678,125028,132395
50,59036,58962,61005
50,106740,108879,115216
50,24669,24575,23923
50,46952,51155,54138
50,5810,5654,5240
50,159437,164582,175634
50,40271,41001,43224
50,168878,177227,196374
50,10153,10007,9573
50,57866,59762,60403
50,59495,58732,56622
50,78265,79111,82557
50,44996,45021,45083
50,33922,33738,34581
50,20764,21147,21563
50,24505,23637,22763
50,919628,990677,1078128
50,15579,15282,14992
50,27798,27446,27269
50,88247,91366,97368
50,95840,94421,94019
50,202667,212921,228728
50,22099,20856,19890
50,177772,192354,195066
50,133801,139397,143626
50,13144,12880,12638
50,40661,39548,39386
50,52217,54779,60719
50,13453,13634,13439
50,39464,39239,39338
50,168148,174380,178607
50,20510,20388,20564
50,141752,142308,143037
50,46639,46133,44827
50,134168,135136,132626
50,93643,91896,90791
50,138428,137690,140356
50,67810,66847,66529
50,63431,63898,63263
50,36157,35911,35174
50,60585,60633,61505
50,47401,46514,45724
50,73673,72643,72107
50,13981,13977,14263
50,33090,32827,33767
50,4407,4104,4180
50,201292,212200,231350
50,45422,44491,44281
50,900993,974198,1071706
50,20972,20600,19849
50,13228,12669,11944
50,51079,52295,55181
50,122623,124587,123034
50,69340,68609,68489
50,81234,81189,81436
50,38406,38063,37588
50,17818,17549,17697
50,2343,2391,2324
50,11066,11115,10679
50,6660,6899,6916
50,783,912,922
50,6429,6738,6522
50,3151,3214,3150
50,1968,2305,2128
50,81308,88422,95247
50,149778,162837,177745
50,3993,3856,3793
50,5289,5194,4848
50,2071,2327,2295
50,3536,4140,4274
50,2385,2367,2315
50,3550,3476,3298
50,3343,3355,3249
50,1680,1825,1779
50,66861,69102,70489
50,2394,2393,2363
50,2420,2284,2244
50,2477,2644,2479
50,2435,2444,2471
50,4139,4101,4101
50,1990,1932,1919
50,5395,5908,5890
50,2809,2738,2608
50,6360,9278,12688
50,8962,9464,9636
50,8424,8589,8457
50,27471,28929,30938
50,7673,9340,10276
50,3126,3052,2902
50,1846,1889,1930
50,7413,7098,6962
50,4357,4419,4096
50,11451,11579,11596
50,5457,5496,5303
50,2470,2613,2455
50,16321,16291,16287
50,13937,14680,14614
50,3829,3879,3862
50,1321,1327,1351
50,4153,4434,4425
50,727,771,767
50,24199,28317,30291
50,1975,1918,1906
50,21100,21082,21132
50,2246,2264,2244
50,8121,8188,7998
50,11119,11081,10801
50,61675,67398,68516
50,4207,4150,3994
50,22398,29591,33467
50,28550,28089,27753
50,106331,105055,103093
50,53139,53153,53662
50,101497,99746,97748
50,64757,64594,66503
50,45949,45801,45753
50,70400,69563,68002
50,44846,44111,43523
50,368130,371395,380607
50,28836,28257,27324
50,40097,39461,38851
50,138333,136638,134549
50,197363,200447,204260
50,42040,41864,42004
50,107841,105959,103062
50,36901,36723,36536
50,43784,42713,41710
50,1280122,1265442,1247581
50,52959,52306,51549
50,39037,38564,38156
50,174214,185380,200870
50,77079,76053,74760
50,146156,148796,154686
50,29030,28686,28639
50,1163414,1218878,1295510
50,42698,42199,42265
50,30934,30685,30162
50,93389,93846,93881
50,161573,163907,166566
50,40087,39706,39066
50,802374,805182,814170
50,74782,75581,75973
50,32058,31747,31329
50,15864,15602,15202
50,28215,27824,27179
50,43589,43195,42903
50,29380,28653,28436
50,42366,43604,43895
50,59626,58825,58393
50,33225,32801,32386
50,69709,68168,66318
50,60921,60858,61271
50,230041,230075,230159
50,62450,61858,60075
50,166492,168461,173617
50,45858,45393,45198
50,301356,303098,307441
50,441815,436156,431039
50,43435,43256,44041
50,238823,234393,229791
50,66501,65964,65076
50,172332,174639,178176
50,23770,23443,23071
50,40814,40615,40858
50,102506,103213,105200
50,14642,14503,13931
50,535153,534270,531467
50,15054,14894,14644
50,34827,34846,34911
50,86074,85649,86123
50,14645,14678,14400
50,41428,41035,40623
50,19614,19143,18831
50,36058,36000,35972
50,55698,56355,57740
50,28709,28272,28088
50,161419,161695,162473
50,42270,41671,41116
50,34499,34123,33860
50,124475,122314,120430
50,78064,77283,77295
50,60944,60049,59093
50,79499,78304,75976
50,56745,55847,55267
50,49423,49203,48738
50,375586,375108,372003
50,541781,541926,541514
50,210312,206328,200281
50,92582,92602,92308
50,52300,53436,56798
50,28744,28347,28283
50,13435,13303,13082
50,212693,219216,228709
50,61778,61364,60491
50,114520,115400,116168
50,37642,37426,36707
50,125488,129013,130437
50,22615,22460,22063
50,22683,22460,22119
50,5642,5856,5913
50,14182,13901,13779
50,5636,5563,5364
50,22119,23468,21779
50,11943,9785,9512
50,42416,44118,46481
50,29600,29580,29356
50,115541,125943,140001
50,47557,48465,48273
50,46987,47870,48891
50,15205,15053,14804
50,2475,2328,2152
50,255755,269860,279542
50,5925,5763,5630
50,124098,124949,121786
50,6193,6164,5863
50,15029,14701,14332
50,69967,70575,71890
50,27469,29310,28974
50,41487,41695,42672
50,4810,4857,4899
50,4151,4133,3970
50,60580,62370,61600
50,27576,27429,27857
50,52431,53637,54829
50,4527,4521,4379
50,6239,6139,5793
50,2922,2891,2710
50,3685,3871,3784
50,12769,12917,12726
50,14003,13643,13265
50,26446,26109,25112
50,6472,6357,6164
50,10957,10986,11121
50,46562,45541,44403
50,15034,15300,15688
50,9446,9344,8849
50,11154,10794,10318
50,50384,50301,50020
50,34273,34235,34961
50,41848,43829,46785
50,9423,9700,10076
50,34506,36457,39306
50,33151,33228,33031
50,20252,20110,19701
50,7527,7710,7684
50,15840,16065,16364
50,41259,40963,40988
50,13488,13683,13918
50,70990,70172,69027
50,11561,11422,11303
50,10536,10557,10322
50,12191,12298,12076
50,718633,756187,786068
50,40069,39396,38819
50,47472,47391,47346
50,31848,32163,31368
50,16577,16456,16419
50,77350,79698,81908
50,45837,45267,44154
50,37492,38159,38371
50,69442,70906,72185
50,11572,11206,11118
50,3647,3732,3661
50,86905,88727,91435
50,25482,25438,24845
50,42391,41814,41742
50,45048,44976,43340
50,20640,22048,20924
50,7992,7728,7399
50,603403,623705,646437
50,73085,75654,78984
50,50976,51646,51996
50,11629,11701,11055
50,8878,9000,9069
50,20081,21240,20531
50,16134,16016,16083
50,85579,86167,91790
50,375992,387442,412442
50,37039,37113,39101
50,49351,49259,51724
50,63043,62376,63708
50,20978,20699,23065
50,22364,22226,22630
50,157733,165299,186744
50,107667,106603,109197
50,1871,1943,1862
50,7445,7270,7188
50,7422,7161,7258
50,22346,22577,23398
50,203206,207179,216746
50,21720,21871,23652
50,82713,83131,86584
50,66380,65682,66810
50,7895,7795,7874
50,351715,355481,375264
50,46034,46322,48757
50,116672,118405,125035
50,31313,30634,30385
50,315335,321471,340531
50,11173,11196,11198
50,735334,766532,807885
50,75403,76544,83711
50,1765,1725,1735
50,25250,25343,26522
50,75889,76875,77120
50,25748,25526,26383
50,7008,6771,7025
50,25213,25323,26296
50,529710,555264,591336
50,1441,1378,1348
50,99193,99869,105238
50,101407,101137,102562
50,1223348,1233700,1220141
50,68941,67964,65991
50,170539,169726,165654
50,49762,49318,48356
50,411442,413915,417511
50,127089,125836,123147
50,62622,62510,60963
50,625249,625012,626811
50,183862,185103,186828
50,143679,138826,132960
50,5085,4927,4619
50,65249,64538,63828
50,153990,158231,162316
50,498886,509105,518901
50,39988,39074,38998
50,81642,81428,79799
50,39238,39831,38830
50,67295,67193,65581
50,88765,87508,85772
50,235406,241059,249024
50,268100,271431,275714
50,558979,561499,563858
50,31946,31461,30271
50,280566,280717,273558
50,136606,134601,131309
50,7716,7544,7317
50,149618,151945,154376
50,14845,14620,14469
50,38686,37856,36846
50,45913,45840,45429
50,88880,88140,84743
50,45200,44880,43818
50,24636,24480,24635
50,214437,213725,210451
50,519445,530012,541332
50,91108,89258,86546
50,133568,135804,139553
50,349497,355341,365577
50,320918,319637,317808
50,116111,116598,114012
50,43450,42808,41362
50,116638,115129,111473
50,46682,46629,46290
50,169842,167355,167895
50,799874,812586,824303
50,18267,18399,18270
50,297735,298955,302801
50,94528,93877,91721
50,45969,45649,46046
50,1526006,1558313,1580601
50,57369,56061,55397
50,17457,17453,16841
50,148289,146668,142580
50,39702,40123,40594
50,77742,76587,74242
50,6428,6301,6142
50,43356,42397,40934
50,41981,42211,40671
50,44947,44735,44642
50,54984,53811,51790
50,41815,40954,39679
50,207820,208046,207075
50,52822,52204,51192
50,365169,360663,352006
50,28276,28133,27396
50,434972,438932,445484
50,49875,49247,48734
50,166158,164358,163543
50,82888,83459,82952
50,626667,631584,634130
50,126979,126433,126314
50,25417,24899,24567
50,160099,163702,168325
50,10419,9825,9012
50,187126,190005,198186
50,15987,15396,14384
50,22621,22210,21355
50,162233,170962,186497
50,177843,194031,214541
50,15175,14989,14696
50,350209,371703,402008
50,55342,56056,56913
50,33140,32737,32299
50,46734,46116,45979
50,34971,34260,34012
50,38892,37664,37555
50,68681,67808,66981
50,32062,31411,30496
50,136555,145538,158988
50,26985,26567,26837
50,23956,23194,22593
50,136885,138178,138495
50,60158,60476,61826
50,451225,473014,506831
50,69661,69823,70496
50,21090,20386,19498
50,269291,288783,332655
50,24777,26330,28522
50,61697,62592,65213
50,76652,80649,92411
50,66537,66149,66822
50,19220,18381,17388
50,262391,273248,290338
50,10233,9873,9554
50,33062,32082,31295
50,28933,28060,26691
50,37508,37461,38381
50,74273,74937,77388
50,92501,90673,87671
50,119224,119249,123518
50,384504,396757,411800
50,19875,20062,20299
50,284307,290414,306740
50,107456,107747,106431
50,28961,28004,27400
50,34423,33074,31216
50,226073,238605,266165
50,2710,2715,2769
50,17398,18201,18541
50,3431,3463,3446
50,7070,6983,6952
50,31965,33016,34749
50,36531,38136,39290
50,5255,5359,5304
50,1912,2025,2013
50,10110,10281,10114
50,1466,1368,1372
50,9129,9187,9404
50,3691,3625,3679
50,13864,13896,14032
50,27227,27863,28125
50,4050,4208,4195
50,8216,8404,8763
50,19504,19941,19870
50,5710,5575,5494
50,4364,4310,4311
50,5301,5586,5857
50,3002,2974,2927
50,4071,4023,3915
50,7094,6806,6698
50,2364,2349,2323
50,7356,7386,7159
50,4271,4232,4206
50,1937,1881,1921
50,5903,5928,5998
50,3431,3376,3275
50,3331,3402,3409
50,1255,1259,1244
50,17022,17428,17670
50,7343,7190,7349
50,1420,1379,1297
50,3031,3233,3269
50,2071,2070,2024
50,1006,972,922
50,5148,5065,4929
50,11200,11910,12795
50,24097,24939,25677
50,44828,49891,56681
50,3755,3848,3876
50,5618,5594,5561
50,2459,2424,2401
50,4656,4795,4945
50,25434,26401,27941
50,2048,2047,2063
50,2389,2312,2200
50,169468,177981,189538
50,6486,6451,6494
50,13586,14126,14384
50,100948,105919,110503
50,2982,3025,2962
50,2329,2357,2214
50,10149,10238,10265
50,2355,2325,2435
50,6415,6666,6507
50,2966,2979,2986
50,1373,1435,1398
50,9612,9994,10277
50,5644,5523,5443
50,8347,8306,8303
50,14399,14759,15277
50,5438,5484,5497
50,22438,22641,22682
50,2801,2851,2748
50,75129,75299,76056
50,45058,45565,48211
50,16489,16360,15993
50,12876,13910,14895
50,123010,124874,129999
50,98963,101778,105421
50,40716,40247,39791
50,13801,13700,14157
50,28522,28606,27807
50,57424,56978,56510
50,39105,39340,40366
50,17131,17116,17154
50,32213,31627,31661
50,7861,7688,7663
50,35662,35400,35528
50,52796,53298,55016
50,14586,14610,14436
50,56053,57438,59023
50,626681,660179,687159
50,11757,11696,11732
50,18723,19150,19876
50,49666,50164,52774
50,38335,38093,37339
50,38413,38812,40150
50,17959,17904,18214
50,41052,41213,41623
50,49683,49380,49255
50,29485,28801,29379
50,22657,22739,23106
50,68831,68336,68821
50,13703,13449,13332
50,62544,63051,64062
50,336463,349050,361032
50,6819,6621,6593
50,27253,26360,25488
50,26026,25925,25738
50,56833,56696,56620
50,18787,18234,17607
50,27769,28042,27851
50,32330,32250,32380
50,24690,24207,24839
50,8426,8276,8158
50,18538,18244,18503
50,11638,11561,11702
50,51407,52134,53730
50,18244,18014,17603
50,432226,444314,461565
50,7832,7713,7451
50,27815,27573,26093
50,41869,42028,43388
50,12161,11994,12025
50,33361,33499,33892
50,48556,50386,52260
50,52266,52431,52931
50,26075,26035,26001
50,22248,22637,23905
50,98294,98730,97491
50,28237,28326,28406
50,30617,31140,33020
50,80956,83618,92237
50,11753,11659,12042
50,44519,45228,46035
50,172331,184252,199771
50,6362,6274,6391
50,21987,21673,21555
50,31807,31017,30375
50,22083,21969,21998
50,7915,7880,7954
50,5077,5013,5062
50,16825,16632,16759
50,72321,74095,77299
50,31809,32529,32671
50,54181,53161,53020
50,66283,67412,70328
50,262604,281148,316531
50,22228,22062,21964
50,14112,14537,14767
50,89889,93477,97307
50,927644,938363,935251
50,19166,19117,19732
50,13324,13277,13422
50,156823,156185,156924
50,160645,168754,183756
50,61081,61572,61305
50,7870,7810,10831
50,18313,18095,17796
50,19109,19063,19399
50,5548,5574,5747
50,39839,39875,40717
50,122979,125397,127603
50,17021,16920,16641
50,35021,34155,33325
50,25841,26193,26764
50,183182,199143,226048
50,113993,121990,136691
50,58458,57960,58175
50,14786,16779,17603
50,86771,87312,87572
50,23158,23889,25392
50,9054,8801,8783
50,1901,1940,1867
50,44911,47021,49083
50,28417,28679,29722
50,7165,7124,7066
50,20485,20557,22327
