SUMLEV,POP_2010,POP_2015,POP_2019
50,74171,75814,84585
50,3726,3577,3555
50,31861,32810,32592
50,310235,327028,347377
50,1714773,1821328,1956988
50,10497,10636,11481
50,641,646,670
50,18212,17863,18295
50,92565,93374,93458
50,313166,329890,361853
50,194851,204116,223917
50,9232,9287,9325
50,1637,1562,1514
50,7223,7259,7132
50,38106,37671,37815
50,17187,17269,18053
50,42750,43580,46600
50,38066,39201,42328
50,21381,21729,21712
50,13544,13502,13968
50,406220,417357,422227
50,12401,12462,12845
50,6182,5988,6005
50,30464,30237,29966
50,8062,8120,7696
50,35096,37367,41269
50,50845,51093,52116
50,7041,7055,7269
50,10752,10455,10484
50,3127,3009,2853
50,3320,3180,3285
50,8895,8526,8399
50,782341,856398,971864
50,3057,3100,2964
50,20874,20717,21291
50,108472,118627,140721
50,13974,13554,13533
50,4087,4122,2707
50,38437,38456,39932
50,75388,76761,74760
50,1505,1442,1375
50,4375,4718,4685
50,3719,3763,3535
50,6059,5924,5849
50,2398,2306,2230
50,6703,7110,7272
50,2368139,2484486,2620154
50,13833,13219,12744
50,19372,19180,18753
50,5231,5120,5276
50,662614,728624,835364
50,20097,20377,20180
50,2444,2297,2190
50,9996,10894,10282
50,3677,3561,3340
50,11782,11581,11270
50,18583,18279,18294
50,137130,149656,156951
50,2002,1899,1929
50,149610,155928,173405
50,800647,830864,837401
50,37890,39886,41723
50,17866,17242,17340
50,33915,33510,34550
50,24554,24721,25119
50,3974,3859,3874
50,6446,6245,5830
50,1336,1286,1202
50,585375,651847,767712
50,10605,10615,10798
50,19816,19597,19649
50,17217,18400,19895
50,17526,18807,20553
50,291309,306589,334633
50,6461,6371,6490
50,24837,25363,26483
50,1226,1271,1363
50,7210,7452,7552
50,19807,20143,20742
50,22535,22996,22106
50,120877,122362,131152
50,121730,123233,122852
50,26604,26792,27955
50,131533,142881,159639
50,36273,35676,33954
50,3353,3164,3042
50,8517,8241,8407
50,5613,5547,5485
50,4139,4065,3959
50,54635,55305,57117
50,4092459,4353187,4657972
50,65631,66267,66468
50,6062,5999,5716
50,5899,5901,5699
50,157107,176035,214726
50,3807,4153,3929
50,78532,78669,80954
50,774769,818619,856249
50,35089,34851,35703
50,22935,23408,22977
50,51182,52860,57973
50,35161,35299,36451
50,23732,22809,23089
50,35012,36185,35817
50,3476,3339,4604
50,86129,87429,94046
50,22150,21921,21343
50,1599,1610,1512
50,9044,8951,8828
50,14075,14610,14806
50,35710,35617,35549
50,2342,2231,2260
50,252273,253079,256041
50,5300,5263,5212
50,40838,41681,40920
50,150934,154535,167012
50,20202,20044,19827
50,14824,14727,15556
50,103350,108248,122628
50,33410,37133,43969
50,416,438,427
50,808,782,759
50,49625,49787,51892
50,4607,4461,4385
50,286,273,289
50,3598,3632,3711
50,32061,32021,30752
50,3719,3722,3674
50,49793,49092,49568
50,13977,13663,13165
50,19677,20142,20861
50,6886,7444,7530
50,19263,19631,20028
50,16612,16545,17109
50,16801,16620,17235
50,75643,76849,83597
50,23384,23440,23391
50,3302,3490,3364
50,11531,11817,12146
50,19301,19509,21167
50,82,106,133
50,278831,289515,305413
50,5915,5728,5832
50,8283,8243,7941
50,234906,241443,251631
50,707,760,765
50,13664,13820,14251
50,10546,10277,10057
50,4799,5272,5531
50,4012,4120,4179
50,36702,36500,36805
50,54258,56532,58111
50,46006,47238,50183
50,2242,2137,2110
50,136872,152356,165318
50,24757,24090,24939
50,4936,4872,4917
50,9403,8999,8215
50,19719,19387,19399
50,455746,498392,571615
50,21904,22146,21604
50,12934,12680,12375
50,1210,1192,1226
50,64524,65193,65317
50,47735,48036,48739
50,14445,14341,13908
50,15216,15068,14854
50,340223,352946,361235
50,10223,10704,9996
50,2052,2088,2104
50,81837,82811,84971
50,28111,27886,28544
50,23796,23790,23211
50,116927,119785,133501
50,10269,9986,9710
50,15507,15660,15634
50,45413,45522,48990
50,121073,122127,120340
50,7818,7386,7100
50,10914,11033,11730
50,120725,126753,134015
50,3367,3633,3712
50,3309,3318,3417
50,12860,12487,12164
50,13783,14494,15166
50,7383,7279,7180
50,929,919,941
50,16622,16431,17153
50,78337,84670,96824
50,10501,10196,10282
50,53330,53332,54213
50,10834,10424,10417
50,8865,8663,8302
50,26384,26731,28231
50,64804,66134,67210
50,6131,5960,5996
50,3461,3191,2989
50,16921,17272,17003
50,3378,3375,3289
50,25448,25977,25225
50,3034,3070,3046
50,209714,216475,227195
50,8490,8566,8855
50,60968,62381,64130
50,9630,9371,9287
50,1143,1229,1287
50,1490,1418,1376
50,4128,3982,3792
50,7854,7720,7446
50,1809034,1912767,2056451
50,131506,133927,136634
50,984,891,814
50,12651,12713,12429
50,1641,1606,1510
50,32334,32587,32619
50,110224,114680,117566
50,1024266,1122248,1227585
50,14585,14445,14677
50,21766,21508,21517
50,39309,39757,41069
50,3355,3386,3658
50,26405,26904,27043
50,48879,49044,49028
50,52579,52328,55163
50,86793,90066,92045
50,67861,69404,72816
50,43205,45408,51717
50,10658,11205,11383
50,33718,34201,34861
50,250304,264430,273691
50,41280,41122,41837
50,5410,5716,5300
50,131500,132192,131689
50,13535,13204,12683
50,22134,22019,21508
50,422679,470017,546251
50,42918,45217,49211
50,7110,7635,7605
50,59127,61019,65848
50,41964,42346,44263
50,7879,8222,8557
50,18550,18354,17922
50,14018,14385,14254
50,11677,12195,11957
50,6629,6457,6421
50,49975,50727,53977
50,112656,117025,124236
50,21403,20903,20131
50,1059,1140,1013
50,306479,322228,346658
50,18607,19960,19868
50,10976,10759,10006
50,5172,5029,5025
50,9225,9376,9589
50,46163,46530,50761
50,10246,10261,11293
50,7125,7124,7520
50,12503,12555,12821
50,9469,10207,11829
50,1556,1488,1407
50,2264,2263,2395
50,1029655,1079392,1136719
50,14746,14988,15277
50,27822,28128,29921
50,20802,20747,21292
50,36324,38420,41330
50,58218,60633,67486
50,32588,35682,35228
50,516564,551273,606742
50,23530,26584,31890
50,138115,146987,165929
50,2778,2712,2702
50,231236,238062,251576
50,36821,36934,36900
50,37125,36534,35675
50,31227,31044,30141
50,156545,159432,163031
50,6306,6193,6184
50,47746,48407,48969
50,6970,6988,6975
50,24475,25111,25360
50,28936,28848,28964
50,27231,27135,26811
50,61642,60488,59006
50,59534,59218,58253
50,44513,43885,42851
50,56670,55993,55224
50,33164,32969,32685
50,98970,102270,107768
50,16250,15923,15128
50,12690,12656,12980
50,32353,32317,31863
50,14973,15320,15723
50,207627,224894,234647
50,73750,73842,75177
50,4731,4592,4266
50,68676,76177,78378
50,6824,6673,6354
50,33148,32994,33313
50,17434,16984,16570
50,24098,23625,21604
50,17146,17150,17038
50,54842,55078,55326
50,28545,29248,30432
50,30042,29909,29812
50,7256,7072,7026
50,12586,12279,12077
50,316236,327612,343276
50,14034,14253,14454
50,5190,5138,5062
50,46689,48606,51235
50,10052,9848,9828
50,15903,15526,14722
50,28001,28084,28630
50,11151,11161,10969
50,1081726,1131784,1148728
50,65203,67139,69547
50,15279,15482,15758
50,25691,25825,26480
50,56159,56269,56315
50,78305,81474,86456
50,17286,16988,16754
50,36858,36768,37295
50,21717,21565,22703
50,15533,15128,15697
50,18403,18848,19593
50,12243,11689,11569
50,36241,35386,34575
50,99863,101065,105674
50,306935,318640,327559
50,54151,52748,51346
50,2321,2205,2217
50,35270,35526,36571
50,67009,70612,75274
50,6945,7029,6999
50,23584,24897,26337
50,15935,16092,16684
50,11391,10959,10725
50,25587,25080,23900
50,312311,349915,397049
50,33153,33987,35912
50,12914,12532,12333
50,13308,13090,13212
50,8978,8898,8709
50,32727,31239,30693
50,10959,10781,10625
50,94392,96589,98142
50,15020,14800,14800
50,18429,19516,21638
50,12389,12030,11872
50,12330,12298,12271
50,15853,15637,15432
50,33481,34620,35870
50,24042,23723,23784
50,18490,18249,17713
50,63506,62554,61309
50,28046,28300,28716
50,23368,22714,22678
50,35725,37333,38006
50,402002,437735,463069
50,34872,34546,34225
50,7373,7428,7393
50,9254,8952,8889
50,92376,93311,93939
50,22307,22328,22668
50,76314,77419,80397
50,28897,28336,27046
50,23177,22768,21893
50,41993,42506,43276
50,32208,31772,30731
50,18570,18329,17841
50,122397,127392,132739
50,128961,135923,146792
50,7058,6787,6503
50,12087,11766,11379
50,45078,44017,41303
50,37575,38500,39409
50,54876,54776,54179
50,17454,17552,17725
50,41452,40662,38574
50,29235,29282,28829
50,65464,65980,68022
50,139966,149637,159215
50,17835,17386,16880
50,6650,6652,6482
50,43475,45012,47463
50,222209,230327,240143
50,17411,17487,17424
50,5961,5827,5576
50,43055,42623,41044
50,5927,5693,5467
50,22565,23230,23435
50,12332,13360,14245
50,8582,8536,8145
50,24286,27818,28498
50,7042,6931,6484
50,137436,137332,134725
50,48914,51537,53644
50,22591,22161,22505
50,7042,7146,7154
50,75568,77940,80523
50,37821,41082,41141
50,14273,15896,17149
50,13821,13416,12823
50,180719,181275,179447
50,242803,245468,244543
50,3958,4099,3918
50,32420,32311,31137
50,12150,12094,12039
50,95535,96075,94838
50,16408,17117,17484
50,204214,213860,227230
50,97032,98849,98986
50,24802,25317,25373
50,23746,24101,24325
50,84585,85751,90108
50,437994,447706,449896
50,21006,21167,22242
50,14068,14617,14994
50,26203,27321,28178
50,18728,19098,19651
50,21623,22129,22509
50,175177,184318,198200
50,72453,73723,76298
50,71404,72046,75637
50,425363,441341,474381
50,4078,4002,4002
50,102410,101483,106805
50,38431,39387,42027
50,7551,7594,7576
50,78163,86448,91896
50,2266,2237,2215
50,89120,91701,95357
50,72797,71046,72490
50,78506,78198,83250
50,29872,30004,31210
50,1931249,2047223,2203836
50,251133,252401,266289
50,40915,41828,46176
50,20318,20871,21751
50,75455,74962,78320
50,10570,10295,10585
50,60699,60474,63740
50,41120,41053,41915
50,20920,20442,21742
50,13001,12885,13358
50,795225,821012,879654
50,15769,15909,16729
50,116901,118255,125860
50,11066,11308,11809
50,713335,744112,802089
50,471221,478332,505623
50,43531,43271,44636
50,252264,261852,280269
50,3978,4034,4251
50,58781,59361,60512
50,201140,206073,221410
50,44776,46792,49382
50,243231,246485,249922
50,16589,16871,16515
50,104169,108495,115073
50,24629,24089,22369
50,14523,14385,14217
50,24069,23589,22373
50,96319,97026,94452
50,7627,7548,7310
50,9386,9139,8693
50,8202,8549,8518
50,46039,45557,43607
50,8693,8622,8042
50,11937,11740,11627
50,35480,35798,35208
50,23964,23483,23386
50,30676,30382,29383
50,14025,13968,13849
50,69099,68907,67905
50,29211,29193,28908
50,53498,55001,56444
50,193063,191539,183385
50,16372,16480,16178
50,21720,21452,20872
50,36743,35933,33028
50,22113,20958,18505
50,56418,56723,56349
50,33107,32643,31252
50,27324,27144,26806
50,62264,61911,59869
50,28212,27691,27223
50,26839,26013,24142
50,96189,102266,105782
50,13502,13520,13382
50,17541,17445,17716
50,26233,25948,25125
50,44443,43732,42001
50,7695,7375,6973
50,7605,7518,7455
50,8719,8680,8493
50,33520,33682,33826
50,55486,56492,56692
50,78859,78799,75066
50,29405,29522,28894
50,10449,10147,9851
50,14926,14607,14004
50,13927,13589,12882
50,16895,16990,16914
50,7141,7080,6992
50,9208,9007,8800
50,24254,24601,24555
50,42481,41840,40215
50,9154,8833,8348
50,16583,16112,15433
50,5717,5838,5786
50,86956,86522,85060
50,23796,22940,21271
50,20875,20413,19900
50,16157,15970,15501
50,45870,45581,45141
50,15014,15113,15006
50,248007,254211,261762
50,13587,13365,13105
50,15457,15269,15295
50,48971,49648,49995
50,62415,63088,63747
50,34690,34538,34571
50,56833,56581,57244
50,16644,16392,16199
50,488073,509762,537453
50,88759,87933,87705
50,27785,27609,27454
50,44159,43760,43328
50,43857,44046,44714
50,98736,101734,103582
50,4423,4383,4335
50,101633,101787,102417
50,9304,9090,8969
50,51208,50994,51728
50,36842,36934,36877
50,19051,18880,18720
50,23687,23556,23676
50,5916,5829,5675
50,20449,20559,20485
50,83686,84604,84733
50,26664,26567,26460
50,166426,167300,168356
50,20574,20370,20401
50,114638,116881,118033
50,16836,16669,16689
50,19977,19408,19175
50,28743,28305,27751
50,81442,80485,79099
50,134063,134884,135452
50,41749,41288,40300
50,15404,15179,15280
50,4232,4383,4599
50,947735,957443,950172
50,44673,45123,45715
50,37660,37366,37531
50,35998,35558,35236
50,176695,180330,185816
50,86395,87213,88443
50,7469,7347,7246
50,41019,40814,42016
50,44205,43313,43397
50,70019,70518,70565
50,14159,13738,13380
50,195408,194680,195825
50,18021,17827,17517
50,160331,160341,162205
50,14755,14367,14148
50,84345,85643,88560
50,61976,62782,63967
50,16557,16474,16367
50,41949,41409,40846
50,115507,114697,115089
50,20689,20424,20314
50,28816,29461,29372
50,29773,30089,30702
50,21430,21395,21684
50,102228,102793,102850
50,15911,15661,15739
50,131887,132929,134930
50,389891,394147,400899
50,52410,52066,51118
50,24496,24255,24193
50,166994,169283,170394
50,74749,73920,73038
50,36299,37556,38459
50,11668,11936,11859
50,46133,48038,46402
50,15885,15834,15252
50,13833,14366,13733
50,7083,7149,7397
50,40123,40912,39818
50,13249,13545,13361
50,4812,4831,4686
50,8569,8641,8447
50,91738,95707,98377
50,18106,18320,19278
50,75450,81103,79586
50,2484,2544,2392
50,28205,29050,29194
50,8667,8710,8541
50,29116,29733,30147
50,10247,10175,9745
50,43806,45157,43464
50,21294,22315,23384
50,21118,20951,20431
50,8533,8413,8010
50,7208,7136,6968
