Report Date,Week Ending Date,Health Region,Vaccination Status,Infections,Hospitalizations,Deaths,Population Denominator
01/14/2022,10/16/2021,Central Region,Fully Vaccinated,467,16,6,5282636
01/14/2022,04/17/2021,Southwest Region,Partially Vaccinated,157,13,1,1259960
01/14/2022,05/29/2021,Central Region,Fully Vaccinated,23,3,3,4023787
01/14/2022,01/08/2022,Northwest Region,Unvaccinated,13116,149,5,1926541
01/14/2022,08/14/2021,Central Region,Partially Vaccinated,172,8,0,574925
01/14/2022,04/03/2021,Central Region,Fully Vaccinated,18,1,1,1786946
01/14/2022,10/23/2021,Northern Region,Partially Vaccinated,110,1,0,586192
01/14/2022,07/31/2021,Eastern Region,Fully Vaccinated,451,16,14,4735961
01/14/2022,12/04/2021,Northern Region,Unvaccinated,2518,34,3,2190596
01/14/2022,02/06/2021,Northwest Region,Partially Vaccinated,215,11,6,710872
01/14/2022,09/11/2021,Eastern Region,Unvaccinated,4015,128,59,2895033
01/14/2022,04/10/2021,Eastern Region,Partially Vaccinated,242,19,8,1305740
01/14/2022,12/04/2021,Northwest Region,Unvaccinated,2700,73,24,2190596
01/14/2022,10/30/2021,Northwest Region,Fully Vaccinated,472,7,5,5356145
01/14/2022,04/17/2021,Central Region,Unvaccinated,1507,51,18,4836443
01/14/2022,08/28/2021,Northern Region,Fully Vaccinated,917,14,6,4933214
01/14/2022,03/20/2021,Eastern Region,Fully Vaccinated,19,2,0,1259404
01/14/2022,11/20/2021,Northern Region,Unvaccinated,1496,25,2,2310740
01/14/2022,10/16/2021,Northwest Region,Partially Vaccinated,158,3,0,576740
01/14/2022,01/08/2022,Central Region,Partially Vaccinated,1286,4,0,813550
01/14/2022,10/23/2021,Southwest Region,Fully Vaccinated,610,16,16,5317385
01/14/2022,10/23/2021,Northwest Region,Partially Vaccinated,124,4,1,586192
01/14/2022,07/03/2021,Eastern Region,Unvaccinated,294,15,1,3482613
01/14/2022,12/18/2021,Northern Region,Partially Vaccinated,738,11,0,755729
01/14/2022,06/26/2021,Eastern Region,Partially Vaccinated,6,0,0,480791
01/14/2022,01/23/2021,Southwest Region,Unvaccinated,4285,146,54,7997876
01/14/2022,04/10/2021,Northern Region,Partially Vaccinated,388,24,1,1305740
01/14/2022,04/24/2021,Southwest Region,Unvaccinated,1050,70,27,4578678
01/14/2022,03/20/2021,Northwest Region,Unvaccinated,1270,17,6,6335092
01/14/2022,01/30/2021,Eastern Region,Partially Vaccinated,228,19,11,636178
01/14/2022,05/08/2021,Northern Region,Unvaccinated,819,19,7,4226049
01/14/2022,07/31/2021,Eastern Region,Partially Vaccinated,117,4,0,515097
01/14/2022,04/24/2021,Eastern Region,Unvaccinated,1477,60,16,4578678
01/14/2022,07/24/2021,Northwest Region,Partially Vaccinated,35,0,0,490259
01/14/2022,02/20/2021,Northwest Region,Fully Vaccinated,8,0,0,552658
01/14/2022,04/03/2021,Southwest Region,Partially Vaccinated,95,16,4,1261673
01/14/2022,08/14/2021,Eastern Region,Fully Vaccinated,865,26,16,4820726
01/14/2022,08/07/2021,Central Region,Partially Vaccinated,124,4,0,549765
01/14/2022,12/25/2021,Central Region,Partially Vaccinated,520,5,0,778511
01/14/2022,06/12/2021,Northern Region,Unvaccinated,226,11,2,3634796
01/14/2022,03/20/2021,Eastern Region,Partially Vaccinated,131,19,6,941023
01/14/2022,06/12/2021,Eastern Region,Partially Vaccinated,11,0,1,591685
01/14/2022,10/30/2021,Central Region,Fully Vaccinated,390,9,5,5356145
01/14/2022,07/24/2021,Southwest Region,Unvaccinated,768,64,14,3347954
01/14/2022,05/08/2021,Central Region,Partially Vaccinated,63,4,2,929542
01/14/2022,05/29/2021,Northern Region,Unvaccinated,272,14,1,3777360
01/14/2022,06/26/2021,Northern Region,Partially Vaccinated,30,1,0,480791
01/14/2022,08/14/2021,Eastern Region,Unvaccinated,3600,101,53,3139868
01/14/2022,07/17/2021,Northern Region,Fully Vaccinated,282,5,0,4656723
01/14/2022,04/10/2021,Northern Region,Fully Vaccinated,49,1,0,2099346
01/14/2022,11/13/2021,Southwest Region,Unvaccinated,1766,62,45,2402159
01/14/2022,06/26/2021,Central Region,Partially Vaccinated,20,0,0,480791
01/14/2022,10/02/2021,Southwest Region,Fully Vaccinated,976,31,11,5197060
01/14/2022,02/20/2021,Southwest Region,Unvaccinated,1708,73,13,7349843
01/14/2022,02/13/2021,Eastern Region,Partially Vaccinated,242,18,8,688248
01/14/2022,11/20/2021,Eastern Region,Fully Vaccinated,417,11,4,5462903
01/14/2022,01/01/2022,Central Region,Fully Vaccinated,1009,16,1,5764540
01/14/2022,06/05/2021,Northern Region,Partially Vaccinated,33,0,0,685671
01/14/2022,12/11/2021,Eastern Region,Unvaccinated,1901,63,7,2129486
01/14/2022,09/18/2021,Central Region,Unvaccinated,3528,52,35,2841797
01/14/2022,02/20/2021,Central Region,Partially Vaccinated,92,12,10,633018
01/14/2022,11/20/2021,Northwest Region,Fully Vaccinated,661,19,13,5462903
01/14/2022,11/27/2021,Northern Region,Fully Vaccinated,723,12,1,5490978
01/14/2022,01/23/2021,Northern Region,Unvaccinated,6003,160,65,7997876
01/14/2022,03/06/2021,Eastern Region,Partially Vaccinated,90,17,5,672101
01/14/2022,12/18/2021,Eastern Region,Fully Vaccinated,961,23,3,5706508
01/14/2022,11/20/2021,Northwest Region,Unvaccinated,1496,34,20,2310740
01/14/2022,03/27/2021,Eastern Region,Unvaccinated,2395,81,17,5874242
01/14/2022,07/31/2021,Northern Region,Partially Vaccinated,106,3,2,515097
01/14/2022,09/18/2021,Central Region,Fully Vaccinated,530,15,15,5104850
01/14/2022,11/27/2021,Southwest Region,Fully Vaccinated,600,22,12,5490978
01/14/2022,07/17/2021,Southwest Region,Unvaccinated,443,34,6,3399979
01/14/2022,01/01/2022,Central Region,Partially Vaccinated,1203,3,0,797749
01/14/2022,02/20/2021,Northwest Region,Unvaccinated,2280,51,17,7349843
01/14/2022,02/20/2021,Eastern Region,Partially Vaccinated,189,18,5,633018
01/14/2022,10/02/2021,Northwest Region,Partially Vaccinated,252,14,1,578281
01/14/2022,06/12/2021,Southwest Region,Unvaccinated,180,19,2,3634796
01/14/2022,07/24/2021,Southwest Region,Partially Vaccinated,34,4,0,490259
01/14/2022,09/11/2021,Central Region,Fully Vaccinated,493,25,12,5046958
01/14/2022,06/12/2021,Northern Region,Fully Vaccinated,38,0,0,4309038
01/14/2022,12/25/2021,Southwest Region,Partially Vaccinated,278,5,1,778511
01/14/2022,02/27/2021,Central Region,Unvaccinated,1954,54,18,7175693
01/14/2022,07/10/2021,Eastern Region,Unvaccinated,493,25,6,3443254
01/14/2022,09/18/2021,Eastern Region,Unvaccinated,4039,96,58,2841797
01/14/2022,11/27/2021,Northern Region,Partially Vaccinated,115,0,0,789719
01/14/2022,11/06/2021,Northern Region,Fully Vaccinated,630,5,1,5396705
01/14/2022,08/07/2021,Central Region,Unvaccinated,1727,32,24,3210294
01/14/2022,07/24/2021,Northern Region,Partially Vaccinated,78,4,0,490259
01/14/2022,09/25/2021,Northwest Region,Unvaccinated,3306,66,38,2798392
01/14/2022,02/20/2021,Northern Region,Partially Vaccinated,91,12,6,633018
01/14/2022,10/30/2021,Southwest Region,Fully Vaccinated,536,19,9,5356145
01/14/2022,04/24/2021,Northern Region,Unvaccinated,1444,33,5,4578678
01/14/2022,12/04/2021,Southwest Region,Partially Vaccinated,191,11,5,758030
01/14/2022,11/13/2021,Eastern Region,Unvaccinated,1027,25,7,2402159
01/14/2022,12/11/2021,Northern Region,Unvaccinated,2476,41,3,2129486
01/14/2022,07/03/2021,Northern Region,Unvaccinated,173,4,0,3482613
01/14/2022,12/11/2021,Eastern Region,Fully Vaccinated,674,29,4,5662497
01/14/2022,03/20/2021,Northwest Region,Fully Vaccinated,16,1,0,1259404
01/14/2022,07/31/2021,Northwest Region,Unvaccinated,932,26,10,3284461
01/14/2022,08/21/2021,Eastern Region,Partially Vaccinated,352,7,5,587824
01/14/2022,11/27/2021,Eastern Region,Partially Vaccinated,124,2,0,789719
01/14/2022,06/12/2021,Southwest Region,Fully Vaccinated,26,3,0,4309038
01/14/2022,08/21/2021,Eastern Region,Unvaccinated,4059,122,51,3074560
01/14/2022,09/04/2021,Northwest Region,Unvaccinated,4008,101,50,2947842
01/14/2022,12/04/2021,Southwest Region,Unvaccinated,2956,98,41,2190596
01/14/2022,09/04/2021,Northwest Region,Partially Vaccinated,263,6,6,593885
01/14/2022,03/27/2021,Southwest Region,Unvaccinated,1295,71,12,5874242
01/14/2022,01/23/2021,Central Region,Partially Vaccinated,226,10,14,447186
01/14/2022,04/17/2021,Eastern Region,Partially Vaccinated,201,15,5,1259960
01/14/2022,06/12/2021,Central Region,Partially Vaccinated,19,2,0,591685
01/14/2022,05/22/2021,Northwest Region,Fully Vaccinated,39,4,0,3871857
01/14/2022,04/10/2021,Eastern Region,Fully Vaccinated,45,12,1,2099346
01/14/2022,10/16/2021,Northwest Region,Fully Vaccinated,615,21,8,5282636
01/14/2022,05/29/2021,Northwest Region,Fully Vaccinated,23,4,0,4023787
01/14/2022,05/08/2021,Northwest Region,Fully Vaccinated,42,5,1,3379928
01/14/2022,01/30/2021,Central Region,Fully Vaccinated,2,0,0,153503
01/14/2022,07/10/2021,Eastern Region,Partially Vaccinated,17,0,0,482709
01/14/2022,02/27/2021,Central Region,Fully Vaccinated,9,1,1,779926
01/14/2022,02/06/2021,Northwest Region,Fully Vaccinated,1,0,0,246824
01/14/2022,10/09/2021,Northern Region,Unvaccinated,1411,34,11,2718608
01/14/2022,04/03/2021,Eastern Region,Fully Vaccinated,21,2,0,1786946
01/14/2022,01/30/2021,Northwest Region,Unvaccinated,3539,90,47,7745838
01/14/2022,03/20/2021,Southwest Region,Unvaccinated,1209,64,28,6335092
01/14/2022,01/08/2022,Central Region,Fully Vaccinated,706,14,0,5795428
01/14/2022,03/20/2021,Northern Region,Partially Vaccinated,155,13,2,941023
01/14/2022,09/04/2021,Eastern Region,Unvaccinated,4114,121,63,2947842
01/14/2022,12/04/2021,Northern Region,Fully Vaccinated,1208,17,10,5586893
01/14/2022,12/25/2021,Central Region,Unvaccinated,7021,34,2,2024077
01/14/2022,07/24/2021,Northwest Region,Unvaccinated,585,9,2,3347954
01/14/2022,02/06/2021,Northern Region,Unvaccinated,3946,75,25,7577823
01/14/2022,03/06/2021,Northern Region,Unvaccinated,2318,54,22,6911547
01/14/2022,12/04/2021,Eastern Region,Fully Vaccinated,765,25,4,5586893
01/14/2022,09/04/2021,Central Region,Partially Vaccinated,268,6,5,593885
01/14/2022,05/22/2021,Northwest Region,Unvaccinated,469,29,7,3898955
01/14/2022,06/26/2021,Central Region,Unvaccinated,193,11,5,3752780
01/14/2022,05/01/2021,Northern Region,Partially Vaccinated,225,8,1,1066084
01/14/2022,10/09/2021,Central Region,Unvaccinated,2192,51,25,2718608
01/14/2022,09/18/2021,Northern Region,Fully Vaccinated,883,20,6,5104850
01/14/2022,10/16/2021,Northwest Region,Unvaccinated,1884,52,30,2676143
01/14/2022,05/22/2021,Central Region,Fully Vaccinated,11,2,3,3871857
01/14/2022,09/04/2021,Southwest Region,Partially Vaccinated,435,9,4,593885
01/14/2022,08/07/2021,Eastern Region,Fully Vaccinated,630,23,5,4775460
01/14/2022,10/09/2021,Eastern Region,Fully Vaccinated,779,20,5,5238655
01/14/2022,01/30/2021,Southwest Region,Unvaccinated,3332,133,61,7745838
01/14/2022,11/27/2021,Eastern Region,Fully Vaccinated,466,15,4,5490978
01/14/2022,04/17/2021,Northwest Region,Fully Vaccinated,32,4,2,2439116
01/14/2022,10/23/2021,Northwest Region,Unvaccinated,1519,41,29,2631942
01/14/2022,08/21/2021,Central Region,Fully Vaccinated,684,21,7,4873135
01/14/2022,03/13/2021,Northern Region,Fully Vaccinated,14,1,0,1121422
01/14/2022,08/21/2021,Southwest Region,Fully Vaccinated,746,48,11,4873135
01/14/2022,05/15/2021,Southwest Region,Unvaccinated,674,55,12,4090528
01/14/2022,06/26/2021,Southwest Region,Fully Vaccinated,26,3,1,4301948
01/14/2022,04/24/2021,Central Region,Partially Vaccinated,105,6,1,1189279
01/14/2022,04/17/2021,Southwest Region,Unvaccinated,1286,97,17,4836443
01/14/2022,09/18/2021,Southwest Region,Unvaccinated,4547,135,74,2841797
01/14/2022,04/24/2021,Northwest Region,Unvaccinated,1159,35,10,4578678
01/14/2022,07/17/2021,Northwest Region,Partially Vaccinated,25,2,0,478817
01/14/2022,09/25/2021,Central Region,Fully Vaccinated,461,3,4,5157704
01/14/2022,12/18/2021,Central Region,Fully Vaccinated,668,11,2,5706508
01/14/2022,03/06/2021,Northwest Region,Unvaccinated,1202,26,21,6911547
01/14/2022,05/29/2021,Northwest Region,Unvaccinated,313,20,5,3777360
01/14/2022,05/01/2021,Central Region,Fully Vaccinated,26,4,1,3105550
01/14/2022,02/06/2021,Northern Region,Fully Vaccinated,0,0,0,246824
01/14/2022,01/01/2022,Southwest Region,Partially Vaccinated,701,8,1,797749
01/14/2022,12/04/2021,Southwest Region,Fully Vaccinated,876,26,6,5586893
01/14/2022,03/13/2021,Southwest Region,Unvaccinated,1302,52,54,6631890
01/14/2022,08/07/2021,Northern Region,Fully Vaccinated,730,18,4,4775460
01/14/2022,11/27/2021,Central Region,Unvaccinated,1334,31,10,2254822
01/14/2022,03/06/2021,Central Region,Unvaccinated,1838,65,42,6911547
01/14/2022,07/31/2021,Southwest Region,Unvaccinated,1250,59,25,3284461
01/14/2022,03/06/2021,Northwest Region,Partially Vaccinated,49,2,2,672101
01/14/2022,10/30/2021,Eastern Region,Unvaccinated,1047,34,11,2581956
01/14/2022,01/01/2022,Southwest Region,Unvaccinated,7540,81,34,1973230
01/14/2022,09/11/2021,Eastern Region,Partially Vaccinated,361,11,5,593528
01/14/2022,10/09/2021,Eastern Region,Partially Vaccinated,212,5,3,578256
01/14/2022,12/11/2021,Central Region,Fully Vaccinated,614,11,4,5662497
01/14/2022,05/29/2021,Central Region,Unvaccinated,296,12,4,3777360
01/14/2022,09/18/2021,Northern Region,Partially Vaccinated,205,5,3,588872
01/14/2022,09/25/2021,Eastern Region,Fully Vaccinated,965,18,10,5157704
01/14/2022,08/14/2021,Southwest Region,Partially Vaccinated,145,4,0,574925
01/14/2022,06/12/2021,Northwest Region,Partially Vaccinated,11,0,0,591685
01/14/2022,05/22/2021,Eastern Region,Fully Vaccinated,28,2,0,3871857
01/14/2022,01/01/2022,Eastern Region,Fully Vaccinated,2165,190,0,5764540
01/14/2022,05/01/2021,Northern Region,Fully Vaccinated,88,3,0,3105550
01/14/2022,07/10/2021,Northern Region,Fully Vaccinated,142,9,0,4609556
01/14/2022,06/19/2021,Eastern Region,Fully Vaccinated,30,3,0,4427962
01/14/2022,02/27/2021,Southwest Region,Fully Vaccinated,9,1,0,779926
01/14/2022,07/24/2021,Southwest Region,Fully Vaccinated,187,12,0,4697306
01/14/2022,05/08/2021,Central Region,Fully Vaccinated,21,1,0,3379928
01/14/2022,12/11/2021,Central Region,Unvaccinated,2337,30,8,2129486
01/14/2022,11/13/2021,Central Region,Fully Vaccinated,407,11,1,5430758
01/14/2022,10/02/2021,Northern Region,Unvaccinated,1670,30,11,2760178
01/14/2022,06/12/2021,Northwest Region,Fully Vaccinated,21,4,0,4309038
01/14/2022,12/25/2021,Eastern Region,Partially Vaccinated,672,31,1,778511
01/14/2022,04/10/2021,Central Region,Unvaccinated,1581,52,29,5130433
01/14/2022,05/01/2021,Eastern Region,Partially Vaccinated,96,7,2,1066084
01/14/2022,04/24/2021,Eastern Region,Fully Vaccinated,32,3,0,2767562
01/14/2022,09/25/2021,Eastern Region,Unvaccinated,3389,72,49,2798392
01/14/2022,05/15/2021,Southwest Region,Fully Vaccinated,46,6,1,3632238
01/14/2022,08/07/2021,Southwest Region,Partially Vaccinated,93,6,2,549765
01/14/2022,05/22/2021,Central Region,Partially Vaccinated,27,3,1,764707
01/14/2022,09/25/2021,Southwest Region,Unvaccinated,3993,139,82,2798392
01/14/2022,06/26/2021,Northwest Region,Unvaccinated,171,11,5,3752780
01/14/2022,06/05/2021,Southwest Region,Fully Vaccinated,32,17,3,4148382
01/14/2022,02/13/2021,Northwest Region,Partially Vaccinated,117,11,4,688248
01/14/2022,07/03/2021,Eastern Region,Partially Vaccinated,13,2,0,491659
01/14/2022,07/03/2021,Northwest Region,Unvaccinated,209,16,1,3482613
01/14/2022,08/14/2021,Southwest Region,Unvaccinated,2183,95,33,3139868
01/14/2022,10/16/2021,Northern Region,Unvaccinated,1217,27,12,2676143
01/14/2022,06/19/2021,Northern Region,Fully Vaccinated,53,2,0,4427962
01/14/2022,03/13/2021,Central Region,Partially Vaccinated,118,12,4,782207
01/14/2022,11/13/2021,Eastern Region,Partially Vaccinated,93,1,0,702602
01/14/2022,01/23/2021,Central Region,Fully Vaccinated,1,0,0,90457
01/14/2022,12/25/2021,Eastern Region,Unvaccinated,6312,301,6,2024077
01/14/2022,12/25/2021,Northwest Region,Unvaccinated,5626,87,5,2024077
01/14/2022,11/13/2021,Eastern Region,Fully Vaccinated,394,14,2,5430758
01/14/2022,01/01/2022,Northern Region,Fully Vaccinated,6711,32,3,5764540
01/14/2022,11/27/2021,Northwest Region,Unvaccinated,1560,54,18,2254822
01/14/2022,03/13/2021,Northwest Region,Partially Vaccinated,56,5,0,782207
01/14/2022,09/11/2021,Northern Region,Unvaccinated,2051,50,14,2895033
01/14/2022,05/22/2021,Southwest Region,Unvaccinated,529,38,10,3898955
01/14/2022,03/27/2021,Eastern Region,Fully Vaccinated,28,4,0,1505328
01/14/2022,05/08/2021,Northern Region,Partially Vaccinated,134,9,3,929542
01/14/2022,07/10/2021,Southwest Region,Unvaccinated,303,22,6,3443254
01/14/2022,10/16/2021,Southwest Region,Unvaccinated,2365,100,56,2676143
01/14/2022,04/03/2021,Eastern Region,Partially Vaccinated,212,11,8,1261673
01/14/2022,06/05/2021,Northern Region,Fully Vaccinated,56,5,0,4148382
01/14/2022,10/23/2021,Northern Region,Unvaccinated,1094,15,3,2631942
01/14/2022,01/23/2021,Eastern Region,Fully Vaccinated,0,0,0,90457
01/14/2022,09/25/2021,Eastern Region,Partially Vaccinated,326,9,5,579423
01/14/2022,01/30/2021,Central Region,Partially Vaccinated,229,5,15,636178
01/14/2022,08/21/2021,Southwest Region,Unvaccinated,2998,128,43,3074560
01/14/2022,03/13/2021,Eastern Region,Partially Vaccinated,119,24,11,782207
01/14/2022,03/27/2021,Central Region,Unvaccinated,1777,48,10,5874242
01/14/2022,10/16/2021,Northern Region,Partially Vaccinated,108,2,3,576740
01/14/2022,07/24/2021,Central Region,Unvaccinated,935,26,9,3347954
01/14/2022,10/30/2021,Central Region,Partially Vaccinated,96,1,2,597418
01/14/2022,06/05/2021,Eastern Region,Unvaccinated,323,21,2,3701466
01/14/2022,06/05/2021,Southwest Region,Unvaccinated,264,30,4,3701466
01/14/2022,01/08/2022,Northwest Region,Partially Vaccinated,990,13,1,813550
01/14/2022,01/01/2022,Northern Region,Partially Vaccinated,2628,30,0,797749
01/14/2022,05/08/2021,Eastern Region,Partially Vaccinated,54,4,0,929542
01/14/2022,11/06/2021,Northern Region,Unvaccinated,1120,18,5,2514369
01/14/2022,12/11/2021,Northwest Region,Unvaccinated,2622,60,18,2129486
01/14/2022,05/01/2021,Southwest Region,Partially Vaccinated,65,9,0,1066084
01/14/2022,06/12/2021,Southwest Region,Partially Vaccinated,12,1,0,591685
01/14/2022,06/12/2021,Central Region,Unvaccinated,169,7,2,3634796
01/14/2022,06/19/2021,Central Region,Unvaccinated,148,1,2,3578986
01/14/2022,12/11/2021,Northern Region,Partially Vaccinated,309,4,0,743536
01/14/2022,10/30/2021,Southwest Region,Partially Vaccinated,114,7,0,597418
01/14/2022,11/13/2021,Northwest Region,Unvaccinated,1447,39,16,2402159
01/14/2022,06/12/2021,Eastern Region,Fully Vaccinated,22,4,0,4309038
01/14/2022,03/27/2021,Central Region,Partially Vaccinated,189,9,6,1155949
01/14/2022,12/25/2021,Northwest Region,Partially Vaccinated,474,9,1,778511
01/14/2022,07/10/2021,Northwest Region,Fully Vaccinated,74,1,0,4609556
01/14/2022,02/13/2021,Northern Region,Fully Vaccinated,4,0,0,388983
01/14/2022,11/06/2021,Central Region,Unvaccinated,1036,30,12,2514369
01/14/2022,03/27/2021,Northwest Region,Partially Vaccinated,96,7,2,1155949
01/14/2022,07/03/2021,Northwest Region,Fully Vaccinated,34,2,0,4561247
01/14/2022,03/06/2021,Southwest Region,Partially Vaccinated,60,7,1,672101
01/14/2022,06/19/2021,Northwest Region,Unvaccinated,157,8,1,3578986
01/14/2022,08/28/2021,Northwest Region,Fully Vaccinated,665,33,18,4933214
01/14/2022,11/20/2021,Northern Region,Partially Vaccinated,140,3,0,761876
01/14/2022,11/27/2021,Central Region,Fully Vaccinated,396,8,4,5490978
01/14/2022,08/21/2021,Northwest Region,Partially Vaccinated,168,0,2,587824
01/14/2022,02/27/2021,Northern Region,Fully Vaccinated,16,0,0,779926
01/14/2022,01/08/2022,Eastern Region,Unvaccinated,27834,902,2,1926541
01/14/2022,05/15/2021,Northwest Region,Partially Vaccinated,43,4,2,812753
01/14/2022,04/03/2021,Southwest Region,Unvaccinated,1130,86,14,5486900
01/14/2022,07/24/2021,Central Region,Partially Vaccinated,36,0,0,490259
01/14/2022,08/14/2021,Northwest Region,Partially Vaccinated,115,5,0,574925
01/14/2022,06/26/2021,Northwest Region,Partially Vaccinated,10,2,0,480791
01/14/2022,07/10/2021,Southwest Region,Partially Vaccinated,14,1,0,482709
01/14/2022,02/13/2021,Northwest Region,Fully Vaccinated,10,0,2,388983
01/14/2022,05/22/2021,Eastern Region,Unvaccinated,603,26,4,3898955
01/14/2022,12/04/2021,Northern Region,Partially Vaccinated,218,2,1,758030
01/14/2022,12/04/2021,Eastern Region,Unvaccinated,1928,61,16,2190596
01/14/2022,07/03/2021,Central Region,Unvaccinated,260,11,0,3482613
01/14/2022,05/08/2021,Southwest Region,Unvaccinated,807,54,14,4226049
01/14/2022,02/06/2021,Southwest Region,Partially Vaccinated,214,16,10,710872
01/14/2022,06/05/2021,Northwest Region,Unvaccinated,247,19,6,3701466
